WMO,station_name,data_source,lat,lon,http_link,host,,,,,,,,
702606,Chulitna,TMY3,62.88,-149.83,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Chulitna.702606_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
703160,Cold_Bay_Arpt,TMY3,55.2,-162.72,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Cold.Bay.AP.703160_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
702960,Cordova,TMY3,60.5,-145.5,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Cordova.702960_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
700637,Deadhorse,TMY3,70.2,-148.48,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Deadhorse.700637_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
703210,Dillingham_Amos,TMY3,59.05,-158.52,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Dillingham.AWOS.703210_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
702650,Fairbanks_Eielson_A,TMY3,64.65,-147.1,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Eielson.AFB.702650_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
702084,Emmonak,TMY3,62.78,-164.5,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Emmonak.702084_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
702610,Fairbanks_Intl_Arpt,TMY3,64.82,-147.85,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Fairbanks.Intl.AP.702610_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
701940,Fort_Yukon,TMY3,66.57,-145.27,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Fort.Yukon.701940_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
702040,Gambell,TMY3,63.78,-171.75,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Gambell.702040_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
702710,Gulkana_Intermediate_Field,TMY3,62.15,-145.45,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Gulkana.702710_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
703670,Gustavus,TMY3,58.42,-135.7,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Gustavus.703670_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
702495,Hayes_River,TMY3,61.98,-152.08,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Hayes.River.702495_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
702647,Healy_River_Airport,TMY3,63.88,-149.02,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Healy.River.AP.702647_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
703410,Homer_Arpt,TMY3,59.65,-151.48,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Homer.AP.703410_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
702607,Hoonah,TMY3,58.08,-135.45,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Hoonah.702607_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
702186,Hooper_Bay,TMY3,61.52,-166.15,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Hooper.Bay.702186_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
702225,Huslia,TMY3,65.7,-156.38,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Huslia.702225_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
703884,Hydaburg_Seaplane,TMY3,55.2,-132.83,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Hydaburg.Seaplane.Base.703884_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
703400,Iliamna_Arpt,TMY3,59.75,-154.92,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Iliamna.AP.703400_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
703810,Juneau_IntL_Arpt,TMY3,58.35,-134.58,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Juneau.Intl.AP.703810_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
703855,Kake_Seaplane_Base,TMY3,56.97,-133.95,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Kake.Seaplane.Base.703855_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
702590,Kenai_Municipal_Ap,TMY3,60.58,-151.23,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Kenai.Muni.AP.702590_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
703950,Ketchikan_Intl_Ap,TMY3,55.37,-131.72,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Ketchikan.Intl.AP.703950_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
703260,King_Salmon_Arpt,TMY3,58.68,-156.65,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_King.Salmon.AP.703260_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
703500,Kodiak_Airport,TMY3,57.75,-152.5,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Kodiak.AP.703500_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
701330,Kotzebue_Ralph_Wein_Memorial,TMY3,66.88,-162.6,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Kotzebue-Ralph.Wein.Mem.AP.701330_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
702310,Mcgrath_Arpt,TMY3,62.95,-155.6,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_McGrath.AP.702310_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
702185,Mekoryuk,TMY3,60.37,-166.27,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Mekoryuk.702185_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
703430,Middleton_Island_Aut,TMY3,59.47,-146.32,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Middleton.Island.703430_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
702460,Minchumina,TMY3,63.88,-152.28,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Minchumina.702460_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
702600,Nenana_Municipal_Ap,TMY3,64.55,-149.1,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Nenana.Muni.AP.702600_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
702000,Nome_Municipal_Arpt,TMY3,64.52,-165.45,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Nome.Muni.AP.702000_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
702910,Northway_Airport,TMY3,62.97,-141.93,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Northway.AP.702910_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
702740,Palmer_Municipal,TMY3,61.6,-149.08,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Palmer.Muni.AP.702740_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
703860,Petersburg,TMY3,56.8,-132.95,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Petersburg.703860_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
701043,Point_Hope_Awos,TMY3,68.35,-166.8,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Point.Hope.AWOS.701043_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
703330,Port_Heiden,TMY3,56.95,-158.62,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Port.Heiden.703330_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
702005,Saint_Mary_S_Awos,TMY3,62.07,-163.3,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Saint.Marys.AWOS.702005_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
703165,Sand_Point,TMY3,55.32,-160.52,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Sand.Point.703165_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
702035,Savoonga,TMY3,63.68,-170.5,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Savoonga.702035_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
700197,Selawik,TMY3,66.6,-160,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Selawik.700197_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
702770,Seward,TMY3,60.12,-149.45,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Seward.702770_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
704140,Shemya_Afb,TMY3,52.72,174.12,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Shemya.AFB.704140_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
701195,Shishmaref_Awos,TMY3,66.27,-166.05,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Shishmaref.AWOS.701195_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
703710,Sitka_Japonski_Ap,TMY3,57.05,-135.37,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Sitka-Japonski.Island.AP.703710_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
703620,Skagway_Airport,TMY3,59.47,-135.3,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Skagway.AP.703620_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
703407,Sleetmute,TMY3,61.72,-157.15,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Sleetmute.703407_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
702595,Soldotna,TMY3,60.47,-151.03,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Soldotna.702595_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
703080,St_Paul_Island_Arpt,TMY3,57.17,-170.22,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_St.Paul.Island.AP.703080_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
702510,Talkeetna_State_Arpt,TMY3,62.32,-150.1,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Talkeetna.State.AP.702510_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
701780,Tanana_Ralph_M_Calhoun_Mem_Ap,TMY3,65.17,-152.1,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Tanana-Ralph.Calhoun.AP.701780_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
703606,Togiac_Village_Awos,TMY3,59.05,-160.4,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Togiak.Village.AWOS.703606_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
702070,Unalakleet_Field,TMY3,63.88,-160.8,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Unalakleet.Field.702070_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
704890,Dutch_Harbor,TMY3,53.9,-166.55,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Unalaska-Dutch.Harbor.Field.704890_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
702756,Valdez_Pioneer_Fiel,TMY3,61.13,-146.27,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Valdez-Pioneer.Field.702756_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
702750,Valdez_Wso,TMY3,61.13,-146.35,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Valdez.702750_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
702757,Whittier,TMY3,60.77,-148.68,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Whittier.702757_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
703870,Wrangell,TMY3,56.48,-132.37,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Wrangell.703870_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
703610,Yakutat_State_Arpt,TMY3,59.52,-139.63,/north_and_central_america_wmo_region_4/USA/AK/USA_AK_Yakutat.State.AP.703610_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
722287,Anniston_Metropolitan_Ap,TMY3,33.58,-85.85,/north_and_central_america_wmo_region_4/USA/AL/USA_AL_Anniston.Metro.AP.722287_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
722284,Auburn_Opelika_Apt,TMY3,32.62,-85.43,/north_and_central_america_wmo_region_4/USA/AL/USA_AL_Auburn-Opelika.AP.722284_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
722280,Birmingham_Municipal_Ap,TMY3,33.57,-86.75,/north_and_central_america_wmo_region_4/USA/AL/USA_AL_Birmingham.Muni.AP.722280_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
722268,Dothan_Municipal_Ap,TMY3,31.23,-85.43,/north_and_central_america_wmo_region_4/USA/AL/USA_AL_Dothan.Muni.AP.722268_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
722269,Cairns_Field_Fort_Rucker,TMY3,31.27,-85.72,/north_and_central_america_wmo_region_4/USA/AL/USA_AL_Fort.Rucker-Cairns.Field.722269_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
722285,Gadsen_Muni_Awos,TMY3,33.97,-86.08,/north_and_central_america_wmo_region_4/USA/AL/USA_AL_Gadsen.Muni.AWOS.722285_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
723230,Huntsville_Intl_Jones_Field,TMY3,34.65,-86.78,/north_and_central_america_wmo_region_4/USA/AL/USA_AL_Huntsville.Intl.AP-Jones.Field.723230_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
722265,Maxwell_Afb,TMY3,32.38,-86.35,/north_and_central_america_wmo_region_4/USA/AL/USA_AL_Maxwell.AFB.722265_TMY3/USA_AL_Maxwell.AFB.722265_TMY3.epw, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
722235,Mobile_Downtown_Ap,TMY3,30.63,-88.07,/north_and_central_america_wmo_region_4/USA/AL/USA_AL_Mobile-Downtown.AP.722235_TMY3/USA_AL_Mobile-Downtown.AP.722235_TMY3.epw, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
722230,Mobile_Regional_Ap,TMY3,30.68,-88.25,/north_and_central_america_wmo_region_4/USA/AL/USA_AL_Mobile-Rgnl.AP.722230_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
722260,Montgomery_Dannelly_Field,TMY3,32.3,-86.4,/north_and_central_america_wmo_region_4/USA/AL/USA_AL_Montgomery-Dannelly.Field.722260_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
723235,Muscle_Shoals_Regional_Ap,TMY3,34.75,-87.6,/north_and_central_america_wmo_region_4/USA/AL/USA_AL_Muscle.Shoals.Rgnl.AP.723235_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
722267,Troy_Af,TMY3,31.87,-86.02,/north_and_central_america_wmo_region_4/USA/AL/USA_AL_Troy.Air.Field.722267_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
722286,Tuscaloosa_Municipal_Ap,TMY3,33.22,-87.62,/north_and_central_america_wmo_region_4/USA/AL/USA_AL_Tuscaloosa.Muni.AP.722286_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
723448,Batesville_Awos,TMY3,35.73,-91.65,/north_and_central_america_wmo_region_4/USA/AR/USA_AR_Batesville.AWOS.723448_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
723444,Bentonville_Awos,TMY3,36.35,-94.22,/north_and_central_america_wmo_region_4/USA/AR/USA_AR_Bentonville.AWOS.723444_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
723419,El_Dorado_Goodwin_Field,TMY3,33.22,-92.82,/north_and_central_america_wmo_region_4/USA/AR/USA_AR_El.Dorado-Goodwin.Field.723419_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
723445,Fayetteville_Drake_Field,TMY3,36,-94.17,/north_and_central_america_wmo_region_4/USA/AR/USA_AR_Fayetteville-Drake.Field.723445_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
723447,Flippin_Awos,TMY3,36.3,-92.47,/north_and_central_america_wmo_region_4/USA/AR/USA_AR_Flippin.AWOS.723447_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
723440,Fort_Smith_Regional_Ap,TMY3,35.33,-94.37,/north_and_central_america_wmo_region_4/USA/AR/USA_AR_Fort.Smith.Rgnl.AP.723440_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
723446,Harrison_Faa_Ap,TMY3,36.27,-93.15,/north_and_central_america_wmo_region_4/USA/AR/USA_AR_Harrison.AP.723446_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
723415,Memorial_Fld,TMY3,34.47,-93.1,/north_and_central_america_wmo_region_4/USA/AR/USA_AR_Hot.Springs.Mem.AP.723415_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
723407,Jonesboro_Muni,TMY3,35.83,-90.65,/north_and_central_america_wmo_region_4/USA/AR/USA_AR_Jonesboro.Muni.AP.723407_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
723403,Little_Rock_Adams_Field,TMY3,34.75,-92.23,/north_and_central_america_wmo_region_4/USA/AR/USA_AR_Little.Rock-Adams.Field.723403_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
723405,Little_Rock_Afb,TMY3,34.92,-92.15,/north_and_central_america_wmo_region_4/USA/AR/USA_AR_Little.Rock.AFB.723405_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
723417,Pine_Bluff_Faa_Ap,TMY3,34.17,-91.93,/north_and_central_america_wmo_region_4/USA/AR/USA_AR_Pine.Bluff.AP.723417_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
723449,Rogers_Awos,TMY3,36.37,-94.1,/north_and_central_america_wmo_region_4/USA/AR/USA_AR_Rogers.AWOS.723449_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
723443,Siloam_Spring_Awos,TMY3,36.18,-94.48,/north_and_central_america_wmo_region_4/USA/AR/USA_AR_Siloam.Spring.AWOS.723443_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
723434,Springdale_Muni,TMY3,36.18,-94.12,/north_and_central_america_wmo_region_4/USA/AR/USA_AR_Springdale.Muni.AP.723434_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
723416,Stuttgart_Awos,TMY3,34.6,-91.57,/north_and_central_america_wmo_region_4/USA/AR/USA_AR_Stuttgart.AWOS.723416_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
723418,Texarkana_Webb_Field,TMY3,33.45,-94,/north_and_central_america_wmo_region_4/USA/AR/USA_AR_Texarkana-Webb.Field.723418_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
723406,Walnut_Ridge_Awos,TMY3,36.13,-90.92,/north_and_central_america_wmo_region_4/USA/AR/USA_AR_Walnut.Ridge.AWOS.723406_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
722748,Casa_Granda_Awos,TMY3,32.95,-111.77,/north_and_central_america_wmo_region_4/USA/AZ/USA_AZ_Casa.Grande.AWOS.722748_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
722745,Davis_Monthan_Afb,TMY3,32.17,-110.88,/north_and_central_america_wmo_region_4/USA/AZ/USA_AZ_Davis-Monthan.AFB.722745_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
722735,Douglas_Bisbee_Douglas_Intl_A,TMY3,31.47,-109.6,/north_and_central_america_wmo_region_4/USA/AZ/USA_AZ_Douglas-Bisbee.Douglas.Intl.AP.722735_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
723755,Flagstaff_Pulliam_Arpt,TMY3,35.13,-111.67,/north_and_central_america_wmo_region_4/USA/AZ/USA_AZ_Flagstaff-Pulliam.AP.723755_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
723783,Grand_Canyon_Natl_P,TMY3,35.95,-112.15,/north_and_central_america_wmo_region_4/USA/AZ/USA_AZ_Grand.Canyon.National.Park.AP.723783_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
723700,Kingman_Amos,TMY3,35.27,-113.95,/north_and_central_america_wmo_region_4/USA/AZ/USA_AZ_Kingman.AWOS.723700_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
722785,Luke_Afb,TMY3,33.55,-112.37,/north_and_central_america_wmo_region_4/USA/AZ/USA_AZ_Luke.AFB.722785_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
723710,Page_Muni_Amos,TMY3,36.93,-111.45,/north_and_central_america_wmo_region_4/USA/AZ/USA_AZ_Page.Muni.AWOS.723710_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
722784,Deer_Valley_Phoenix,TMY3,33.68,-112.08,/north_and_central_america_wmo_region_4/USA/AZ/USA_AZ_Phoenix-Deer.Valley.AP.722784_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
722780,Phoenix_Sky_Harbor_Intl_Ap,TMY3,33.45,-111.98,/north_and_central_america_wmo_region_4/USA/AZ/USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
723723,Prescott_Love_Field,TMY3,34.65,-112.42,/north_and_central_america_wmo_region_4/USA/AZ/USA_AZ_Prescott-Love.Field.723723_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
722747,Safford_Amos,TMY3,32.82,-109.68,/north_and_central_america_wmo_region_4/USA/AZ/USA_AZ_Safford.AWOS.722747_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
722789,Scottsdale_Muni,TMY3,33.62,-111.92,/north_and_central_america_wmo_region_4/USA/AZ/USA_AZ_Scottsdale.Muni.AP.722789_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
723747,Show_Low_Municipal,TMY3,34.27,-110,/north_and_central_america_wmo_region_4/USA/AZ/USA_AZ_Show.Low.Muni.AP.723747_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
722740,Tucson_International_Ap,TMY3,32.13,-110.95,/north_and_central_america_wmo_region_4/USA/AZ/USA_AZ_Tucson.Intl.AP.722740_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
723740,Winslow_Municipal_Ap,TMY3,35.03,-110.72,/north_and_central_america_wmo_region_4/USA/AZ/USA_AZ_Winslow.Muni.AP.723740_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
722800,Yuma_Intl_Arpt,TMY3,32.67,-114.6,/north_and_central_america_wmo_region_4/USA/AZ/USA_AZ_Yuma.Intl.AP.722800_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
699604,Yuma_Mcas,TMY3,32.65,-114.62,/north_and_central_america_wmo_region_4/USA/AZ/USA_AZ_Yuma.MCAS.699604_TMY3.zip, https://energyplus-weather.s3.amazonaws.com,,,,,,,,
