dis,equip,variableVolume,equipRef,fan,vfd,vav,hvac,elecReheat,ahuRef,vavZone,ahu
s:5 Zone PVAV 2 Fan,equip,variableVolume,s:5 Zone PVAV 2,fan,vfd,,,,,,
s:Perimeter_top_ZN_1 ZN VAV Terminal,equip,,s:5 Zone PVAV 2,,,vav,hvac,elecReheat,s:5 Zone PVAV 2,,
s:Perimeter_top_ZN_2 ZN VAV Terminal,equip,,s:5 Zone PVAV 2,,,vav,hvac,elecReheat,s:5 Zone PVAV 2,,
s:Perimeter_top_ZN_3 ZN VAV Terminal,equip,,s:5 Zone PVAV 2,,,vav,hvac,elecReheat,s:5 Zone PVAV 2,,
s:Perimeter_top_ZN_4 ZN VAV Terminal,equip,,s:5 Zone PVAV 2,,,vav,hvac,elecReheat,s:5 Zone PVAV 2,,
s:Core_top ZN VAV Terminal,equip,,s:5 Zone PVAV 2,,,vav,hvac,elecReheat,s:5 Zone PVAV 2,,
s:5 Zone PVAV 2,equip,variableVolume,,,,,hvac,,,vavZone,ahu
s:5 Zone PVAV 1 Fan,equip,variableVolume,s:5 Zone PVAV 1,fan,vfd,,,,,,
s:Perimeter_mid_ZN_1 ZN VAV Terminal,equip,,s:5 Zone PVAV 1,,,vav,hvac,elecReheat,s:5 Zone PVAV 1,,
s:Perimeter_mid_ZN_2 ZN VAV Terminal,equip,,s:5 Zone PVAV 1,,,vav,hvac,elecReheat,s:5 Zone PVAV 1,,
s:Perimeter_mid_ZN_3 ZN VAV Terminal,equip,,s:5 Zone PVAV 1,,,vav,hvac,elecReheat,s:5 Zone PVAV 1,,
s:Perimeter_mid_ZN_4 ZN VAV Terminal,equip,,s:5 Zone PVAV 1,,,vav,hvac,elecReheat,s:5 Zone PVAV 1,,
s:Core_mid ZN VAV Terminal,equip,,s:5 Zone PVAV 1,,,vav,hvac,elecReheat,s:5 Zone PVAV 1,,
s:5 Zone PVAV 1,equip,variableVolume,,,,,hvac,,,vavZone,ahu
s:5 Zone PVAV Fan,equip,variableVolume,s:5 Zone PVAV,fan,vfd,,,,,,
s:Perimeter_bot_ZN_1 ZN VAV Terminal,equip,,s:5 Zone PVAV,,,vav,hvac,elecReheat,s:5 Zone PVAV,,
s:Perimeter_bot_ZN_2 ZN VAV Terminal,equip,,s:5 Zone PVAV,,,vav,hvac,elecReheat,s:5 Zone PVAV,,
s:Perimeter_bot_ZN_3 ZN VAV Terminal,equip,,s:5 Zone PVAV,,,vav,hvac,elecReheat,s:5 Zone PVAV,,
s:Perimeter_bot_ZN_4 ZN VAV Terminal,equip,,s:5 Zone PVAV,,,vav,hvac,elecReheat,s:5 Zone PVAV,,
s:Core_bottom ZN VAV Terminal,equip,,s:5 Zone PVAV,,,vav,hvac,elecReheat,s:5 Zone PVAV,,
s:5 Zone PVAV,equip,variableVolume,,,,,hvac,,,vavZone,ahu
