dis,cur,discharge,point,temp,equipRef,air,sensor,pressure,humidity,flow,damper,position,outside,cmd,writable,mixed,return,exhaust,entering,vav,zone,sp,cooling,heating
s:5 Zone PVAV 2 Discharge Air Temp Sensor,cur,discharge,point,temp,s:5 Zone PVAV 2,air,sensor,,,,,,,,,,,,,,,,,
s:5 Zone PVAV 2 Discharge Air Pressure Sensor,cur,discharge,point,,s:5 Zone PVAV 2,air,sensor,pressure,,,,,,,,,,,,,,,,
s:5 Zone PVAV 2 Discharge Air Humidity Sensor,cur,discharge,point,,s:5 Zone PVAV 2,air,sensor,,humidity,,,,,,,,,,,,,,,
s:5 Zone PVAV 2 Discharge Air Flow Sensor,cur,discharge,point,,s:5 Zone PVAV 2,air,sensor,,,flow,,,,,,,,,,,,,,
s:5_Zone_PVAV_2_Outside_Air_Damper_Sensor_position,cur,,point,,s:5 Zone PVAV 2,air,sensor,,,,damper,position,outside,,,,,,,,,,,
s:5_Zone_PVAV_2_Outside_Air_Damper_CMD,,,point,,s:5 Zone PVAV 2,air,,,,,damper,,outside,cmd,writable,,,,,,,,,
s:5 Zone PVAV 2 Mixed Air Temp Sensor,cur,,point,temp,s:5 Zone PVAV 2,air,sensor,,,,,,,,,mixed,,,,,,,,
s:5 Zone PVAV 2 Mixed Air Pressure Sensor,cur,,point,,s:5 Zone PVAV 2,air,sensor,pressure,,,,,,,,mixed,,,,,,,,
s:5 Zone PVAV 2 Mixed Air Humidity Sensor,cur,,point,,s:5 Zone PVAV 2,air,sensor,,humidity,,,,,,,mixed,,,,,,,,
s:5 Zone PVAV 2 Mixed Air Flow Sensor,cur,,point,,s:5 Zone PVAV 2,air,sensor,,,flow,,,,,,mixed,,,,,,,,
s:5 Zone PVAV 2 Outside Air Temp Sensor,cur,,point,temp,s:5 Zone PVAV 2,air,sensor,,,,,,outside,,,,,,,,,,,
s:5 Zone PVAV 2 Outside Air Pressure Sensor,cur,,point,,s:5 Zone PVAV 2,air,sensor,pressure,,,,,outside,,,,,,,,,,,
s:5 Zone PVAV 2 Outside Air Humidity Sensor,cur,,point,,s:5 Zone PVAV 2,air,sensor,,humidity,,,,outside,,,,,,,,,,,
s:5 Zone PVAV 2 Outside Air Flow Sensor,cur,,point,,s:5 Zone PVAV 2,air,sensor,,,flow,,,outside,,,,,,,,,,,
s:5 Zone PVAV 2 Return Air Temp Sensor,cur,,point,temp,s:5 Zone PVAV 2,air,sensor,,,,,,,,,,return,,,,,,,
s:5 Zone PVAV 2 Return Air Pressure Sensor,cur,,point,,s:5 Zone PVAV 2,air,sensor,pressure,,,,,,,,,return,,,,,,,
s:5 Zone PVAV 2 Return Air Humidity Sensor,cur,,point,,s:5 Zone PVAV 2,air,sensor,,humidity,,,,,,,,return,,,,,,,
s:5 Zone PVAV 2 Return Air Flow Sensor,cur,,point,,s:5 Zone PVAV 2,air,sensor,,,flow,,,,,,,return,,,,,,,
s:5 Zone PVAV 2 Exhaust Air Temp Sensor,cur,,point,temp,s:5 Zone PVAV 2,air,sensor,,,,,,,,,,,exhaust,,,,,,
s:5 Zone PVAV 2 Exhaust Air Pressure Sensor,cur,,point,,s:5 Zone PVAV 2,air,sensor,pressure,,,,,,,,,,exhaust,,,,,,
s:5 Zone PVAV 2 Exhaust Air Humidity Sensor,cur,,point,,s:5 Zone PVAV 2,air,sensor,,humidity,,,,,,,,,exhaust,,,,,,
s:5 Zone PVAV 2 Exhaust Air Flow Sensor,cur,,point,,s:5 Zone PVAV 2,air,sensor,,,flow,,,,,,,,exhaust,,,,,,
s:Perimeter_top_ZN_1 ZN VAV Terminal Entering Air Temp Sensor,cur,,point,temp,s:Perimeter_top_ZN_1 ZN VAV Terminal,air,sensor,,,,,,,,,,,,entering,,,,,
s:Perimeter_top_ZN_1 ZN VAV Terminal Discharge Air Temp Sensor,cur,discharge,point,temp,s:Perimeter_top_ZN_1 ZN VAV Terminal,air,sensor,,,,,,,,,,,,,,,,,
s:Perimeter_top_ZN_1 ZN Zone Air Temp Sensor,cur,,point,temp,s:5 Zone PVAV 2,air,sensor,,,,,,,,,,,,,vav,zone,,,
s:Perimeter_top_ZN_1 ZN Zone Air Humidity Sensor,cur,,point,,s:5 Zone PVAV 2,air,sensor,,humidity,,,,,,,,,,,vav,zone,,,
s:Perimeter_top_ZN_1 ZN Zone Air Cooling sp,cur,,point,temp,s:5 Zone PVAV 2,air,,,,,,,,,,,,,,vav,zone,sp,cooling,
s:Perimeter_top_ZN_1 ZN Zone Air Heating sp,cur,,point,temp,s:5 Zone PVAV 2,air,,,,,,,,,,,,,,vav,zone,sp,,heating
s:Perimeter_top_ZN_2 ZN VAV Terminal Entering Air Temp Sensor,cur,,point,temp,s:Perimeter_top_ZN_2 ZN VAV Terminal,air,sensor,,,,,,,,,,,,entering,,,,,
s:Perimeter_top_ZN_2 ZN VAV Terminal Discharge Air Temp Sensor,cur,discharge,point,temp,s:Perimeter_top_ZN_2 ZN VAV Terminal,air,sensor,,,,,,,,,,,,,,,,,
s:Perimeter_top_ZN_2 ZN Zone Air Temp Sensor,cur,,point,temp,s:5 Zone PVAV 2,air,sensor,,,,,,,,,,,,,vav,zone,,,
s:Perimeter_top_ZN_2 ZN Zone Air Humidity Sensor,cur,,point,,s:5 Zone PVAV 2,air,sensor,,humidity,,,,,,,,,,,vav,zone,,,
s:Perimeter_top_ZN_2 ZN Zone Air Cooling sp,cur,,point,temp,s:5 Zone PVAV 2,air,,,,,,,,,,,,,,vav,zone,sp,cooling,
s:Perimeter_top_ZN_2 ZN Zone Air Heating sp,cur,,point,temp,s:5 Zone PVAV 2,air,,,,,,,,,,,,,,vav,zone,sp,,heating
s:Perimeter_top_ZN_3 ZN VAV Terminal Entering Air Temp Sensor,cur,,point,temp,s:Perimeter_top_ZN_3 ZN VAV Terminal,air,sensor,,,,,,,,,,,,entering,,,,,
s:Perimeter_top_ZN_3 ZN VAV Terminal Discharge Air Temp Sensor,cur,discharge,point,temp,s:Perimeter_top_ZN_3 ZN VAV Terminal,air,sensor,,,,,,,,,,,,,,,,,
s:Perimeter_top_ZN_3 ZN Zone Air Temp Sensor,cur,,point,temp,s:5 Zone PVAV 2,air,sensor,,,,,,,,,,,,,vav,zone,,,
s:Perimeter_top_ZN_3 ZN Zone Air Humidity Sensor,cur,,point,,s:5 Zone PVAV 2,air,sensor,,humidity,,,,,,,,,,,vav,zone,,,
s:Perimeter_top_ZN_3 ZN Zone Air Cooling sp,cur,,point,temp,s:5 Zone PVAV 2,air,,,,,,,,,,,,,,vav,zone,sp,cooling,
s:Perimeter_top_ZN_3 ZN Zone Air Heating sp,cur,,point,temp,s:5 Zone PVAV 2,air,,,,,,,,,,,,,,vav,zone,sp,,heating
s:Perimeter_top_ZN_4 ZN VAV Terminal Entering Air Temp Sensor,cur,,point,temp,s:Perimeter_top_ZN_4 ZN VAV Terminal,air,sensor,,,,,,,,,,,,entering,,,,,
s:Perimeter_top_ZN_4 ZN VAV Terminal Discharge Air Temp Sensor,cur,discharge,point,temp,s:Perimeter_top_ZN_4 ZN VAV Terminal,air,sensor,,,,,,,,,,,,,,,,,
s:Perimeter_top_ZN_4 ZN Zone Air Temp Sensor,cur,,point,temp,s:5 Zone PVAV 2,air,sensor,,,,,,,,,,,,,vav,zone,,,
s:Perimeter_top_ZN_4 ZN Zone Air Humidity Sensor,cur,,point,,s:5 Zone PVAV 2,air,sensor,,humidity,,,,,,,,,,,vav,zone,,,
s:Perimeter_top_ZN_4 ZN Zone Air Cooling sp,cur,,point,temp,s:5 Zone PVAV 2,air,,,,,,,,,,,,,,vav,zone,sp,cooling,
s:Perimeter_top_ZN_4 ZN Zone Air Heating sp,cur,,point,temp,s:5 Zone PVAV 2,air,,,,,,,,,,,,,,vav,zone,sp,,heating
